ActorKey,ActorID,ActorName,MovieKey
2783,AC0943,Joel David Moore,191
2784,AC0311,Charles Napier,191
2785,AC1864,Stephen Rea,191
2786,AC0969,John Howard,191
2787,AC1953,Tjasa Ferme,191
2788,AC1888,Sydney Pollack,191
2789,AC0968,John Heard,191
2790,AC0914,Jill Hennessy,191
2791,AC1037,Jurnee Smollett-Bell,191
2792,AC0584,Emily Watson,192
2793,AC1272,Maria Conchita Alonso,192
2794,AC2089,Zachary Knighton,192
2795,AC1854,Stephanie Leonidas,192
2796,AC0905,Jessica Lowndes,192
2797,AC0572,Elizabeth McGovern,192
2798,AC1295,Marsha Thomason,192
2799,AC2073,Xander Berkeley,192
2800,AC1841,Sofia Boutella,192
2801,AC0911,Jet Li,192
2802,AC0687,Gillian White,192
2803,AC1731,Saif Ali Khan,192
2804,AC0931,Joan Rivers,192
2805,AC0811,James Babson,192
2806,AC0215,Bobby Lee,192
2807,AC0840,Jane Goodall,192
2808,AC0698,Grace Phipps,192
2809,AC0054,Alexis Arquette,192
2810,AC0990,Jon Heder,192
2811,AC1588,Philippe Nahon,193
2812,AC1902,Tammin Sursok,193
2813,AC0631,Fernanda Montenegro,193
2814,AC0501,Dick Clark,193
2815,AC0983,Johnny Lewis,193
2816,AC1595,Piper Laurie,193
2817,AC1895,Talia Shire,193
2818,AC0704,Gregory Scott Cummins,193
2819,AC1996,Tuesday Knight,193
2820,AC0986,Jon Favreau,193
2821,AC1461,Nehemiah Persoff,193
2822,AC1862,Stephen Macht,193
2823,AC0770,Ioan Gruffudd,193
2824,AC1139,Kylie Minogue,194
2825,AC0526,Doug E. Doug,194
2826,AC1641,Rich Pecci,194
2827,AC1815,Shawna Waldron,194
2828,AC2002,Tyrone Power,194
2829,AC1347,Melanie Papalia,194
2830,AC0279,Carlos Gallardo,194
2831,AC1519,Omar Epps,194
2832,AC0130,Ariana Richards,194
2833,AC1974,Tommy Pallotta,194
2834,AC1509,Oliver Hudson,194
2835,AC0091,Andrea Corr,194
2836,AC0829,James Nesbitt,195
2837,AC0314,Charlie Korsmo,195
2838,AC1904,Tanya Roberts,195
2839,AC1571,Peter Graves,195
2840,AC0048,Alex Veadov,195
2841,AC1158,Lauren German,195
2842,AC0535,Dustin Fitzsimons,195
2843,AC1760,Sarah Polley,195
2844,AC1451,Natascha McElhone,195
2845,AC0244,Bridgette Wilson-Sampras,195
2846,AC0570,Elizabeth Berrington,195
2847,AC1497,Nora Zehetner,195
2848,AC0060,Alice Greczyn,195
2849,AC0590,Emmanuelle Seigner,195
2850,AC0134,Armando Riesco,195
2851,AC0143,Augustus Prew,195
2852,AC1959,Tom Atkins,196
2853,AC1829,Sid Caesar,196
2854,AC1621,Randy Wayne,196
2855,AC1116,Kimberly Elise,196
2856,AC0010,Abigail Spencer,196
2857,AC2057,William Gates,196
2858,AC1875,Steven Anthony Lawrence,196
2859,AC1481,Nicole Smolen,196
2860,AC1113,Kim Director,196
2861,AC0060,Alice Greczyn,196
2862,AC2055,Will Smith,196
2863,AC0333,Chris Evans,196
2864,AC0900,Jerry Mathers,196
2865,AC1251,Maeve Dermody,196
2866,AC0498,Diane Sorrentino,196
2867,AC1827,Shun Oguri,197
2868,AC2019,Veronica Taylor,197
2869,AC1052,Karisma Kapoor,197
2870,AC1332,Maury Chaykin,197
2871,AC0517,Donald Pleasence,197
2872,AC1717,Rupert Grint,197
2873,AC1433,Morgana O'Reilly,197
2874,AC0049,Alexa PenaVega,197
2875,AC1411,Minnie Driver,197
2876,AC0150,B?©r?©nice Bejo,197
2877,AC1383,Michael Nyqvist,197
2878,AC0004,?“scar Jaenada,197
2879,AC0668,Gary Weeks,198
2880,AC0515,Donald Faison,198
2881,AC1815,Shawna Waldron,198
2882,AC1452,Natasha Henstridge,198
2883,AC0853,Jason Ritter,198
2884,AC0600,Eric Sheffer Stevens,198
2885,AC0460,David Margulies,198
2886,AC1874,Steve Oedekerk,198
2887,AC1472,Nick Wechsler,198
2888,AC0973,John Michael Higgins,198
2889,AC0710,Gustaf Skarsg?¥rd,198
2890,AC0376,Clive Russell,198
2891,AC1362,Michael Abbott Jr.,198
2892,AC1943,Tim Conway,198
2893,AC1332,Maury Chaykin,198
2894,AC1951,Tippi Hedren,198
2895,AC2057,William Gates,198
2896,AC2080,Yolande Moreau,198
2897,AC0002,A.J. Buckley,199
2898,AC0605,Ernie Reyes Jr.,199
2899,AC0395,Costas Mandylor,199
2900,AC1340,Megan Park,199
2901,AC2015,Verne Troyer,199
2902,AC1588,Philippe Nahon,199
2903,AC0666,Gary Lewis,199
2904,AC0824,James Kyson,199
2905,AC1345,Mel Blanc,199
2906,AC1681,Robert Shaw,199
2907,AC1514,Olivia Newton-John,199
2908,AC0041,?lex Angulo,200
2909,AC0888,Jennifer Lawrence,200
2910,AC1307,Mary-Kate Olsen,200
2911,AC1999,Tyler James Williams,200
2912,AC1561,Paz de la Huerta,200
2913,AC0024,Aidan Turner,200
2914,AC0930,Joan Plowright,200
2915,AC1352,Mem Ferda,200
2916,AC1979,Tony Chiu Wai Leung,200
2917,AC1453,Natasha Lyonne,200
2918,AC0258,Bruno Kirby,200
2919,AC0671,Gene Tierney,200
2920,AC1645,Richard Cabral,200
2921,AC1355,Meryl Streep,200
2922,AC0778,Isabelle Huppert,200
2923,AC1513,Olivia Munn,200
2924,AC1166,Lee Majors,200
2925,AC0626,Fay Masterson,200
2926,AC1438,MyAnna Buring,200
2927,AC1112,Kim Dickens,200
2928,AC0319,Charlyne Yi,201
2929,AC0082,America Olivo,201
2930,AC0770,Ioan Gruffudd,201
2931,AC1555,Paul Schneider,201
2932,AC1161,Laurence Olivier,201
2933,AC0326,Chen Chang,201
2934,AC0145,Austin Nichols,201
2935,AC1075,Kayvan Novak,201
2936,AC1532,Paige Turco,201
2937,AC2036,W. Earl Brown,201
2938,AC1685,Robin Williams,201
2939,AC0074,Alun Armstrong,201
2940,AC2000,Tyler Labine,201
2941,AC1674,Robert Forster,201
2942,AC0979,John Vernon,201
2943,AC2049,Wesley Jonathan,201
2944,AC0692,Glenn Campbell,202
2945,AC0120,Anthony Hopkins,202
2946,AC1693,Roma Downey,202
2947,AC1073,Kay Panabaker,202
2948,AC2026,Vin Diesel,202
2949,AC0753,Hulk Hogan,202
2950,AC0298,Catherine Deneuve,202
2951,AC1850,Spring Byington,202
2952,AC0875,Jeffrey Falcon,202
2953,AC2025,Viggo Mortensen,202
2954,AC0813,James Brown,202
2955,AC0391,Corbin Bernsen,202
2956,AC1890,T.I.,202
2957,AC1425,Monica Calhoun,202
2958,AC1361,Micah Sloat,202
2959,AC1025,Julian Glover,203
2960,AC0515,Donald Faison,203
2961,AC2066,William Schallert,203
2962,AC1531,Padraic Delaney,203
2963,AC0373,Clifton Collins Jr.,203
2964,AC2059,William Hootkins,203
2965,AC0629,Fergie,203
2966,AC0385,Colm Feore,203
2967,AC0618,Everett McGill,203
2968,AC0358,Christopher Judge,203
2969,AC0623,Fann Wong,203
2970,AC0393,Corinna Harney,203
2971,AC0609,Essie Davis,203
2972,AC0263,Burt Kwouk,204
2973,AC1390,Michael Wincott,204
2974,AC1961,Tom Burke,204
2975,AC0535,Dustin Fitzsimons,204
2976,AC0774,Isaac Hayes,204
2977,AC0003,?“lafur Darri ?“lafsson,204
2978,AC1404,Mike Starr,204
2979,AC1917,Ted Danson,204
2980,AC0530,Drake Bell,204
2981,AC1775,Scott Grimes,204
2982,AC0859,Jay Hernandez,204
2983,AC1548,Paul Hickert,204
2984,AC1937,Thomas Stroppel,204
2985,AC0324,Chelcie Ross,204
2986,AC1668,Robert Baker,204
2987,AC1926,Terry Funk,204
2988,AC1094,Kerry Bish?©,204
2989,AC1346,Melanie Griffith,205
2990,AC0544,Dylan Walsh,205
2991,AC1776,Scott Helvenston,205
2992,AC2091,Zak Penn,205
2993,AC0200,Bingbing Li,205
2994,AC1577,Peter Robbins,205
2995,AC0501,Dick Clark,205
2996,AC1880,Steven Yeun,205
2997,AC1949,Tina Gilton,205
2998,AC0036,Albert Brooks,205
2999,AC0752,Hugh M. Hefner,205
3000,AC1944,Tim Holmes,205
3001,AC0035,Alanna Ubach,205
3002,AC0675,George Carlin,205
3003,AC0003,?“lafur Darri ?“lafsson,205
3004,AC0735,Hector Echavarria,205
3005,AC0211,Bob Neill,205
3006,AC0614,Eugenio Derbez,205
3007,AC0554,Eddie Griffin,205
3008,AC1091,Kenneth Tobey,206
3009,AC1781,Scout Taylor-Compton,206
3010,AC2039,Walter Koenig,206
3011,AC0138,Ashley Rickards,206
3012,AC0583,Emily Rios,206
3013,AC0841,Janeane Garofalo,206
3014,AC1898,Talisa Soto,206
3015,AC1488,Noah Emmerich,206
3016,AC0232,Brendan Fehr,206
3017,AC0565,Eleanor Parker,206
3018,AC0407,Dami??n Alc??zar,206
3019,AC1105,Kevin Spacey,206
3020,AC1617,Rae'Ven Kelly,206
3021,AC0428,Daniella Alonso,206
3022,AC1285,Mark Fantasia,206
3023,AC1988,Travis Myers,207
3024,AC0619,Ezra Miller,207
3025,AC1620,Ranbir Kapoor,207
3026,AC0392,Corbin Bleu,207
3027,AC1100,Kevin Nash,207
3028,AC1694,Romain Duris,207
3029,AC0749,Hope Davis,207
3030,AC1627,Ray Winstone,207
3031,AC0321,Chazz Palminteri,207
3032,AC1357,Mia Farrow,207
3033,AC1806,Shane Dawson,207
3034,AC0665,Gary Dourdan,207
3035,AC1410,Ming-Na Wen,207
3036,AC0279,Carlos Gallardo,207
3037,AC1085,Kelly Rutherford,207
3038,AC1499,Norma Aleandro,207
3039,AC0922,Jimi Mistry,207
3040,AC1503,Numan Acar,207
3041,AC0067,Alison Brie,208
3042,AC0804,Jacques Perrin,208
3043,AC1280,Marina Vlady,208
3044,AC0827,James Mason,208
3045,AC1380,Michael McKean,208
3046,AC0259,Bryce Dallas Howard,208
3047,AC0583,Emily Rios,208
3048,AC1347,Melanie Papalia,208
3049,AC1799,Sh?´ Kosugi,208
3050,AC1562,Paz Vega,208
3051,AC0015,Adam LeFevre,208
3052,AC0638,Fran Drescher,208
3053,AC1184,Lesley Manville,208
3054,AC1335,Maximilian Dirr,208
3055,AC1159,Lauren Gottlieb,208
3056,AC1362,Michael Abbott Jr.,208
3057,AC2079,Ye Liu,209
3058,AC1627,Ray Winstone,209
3059,AC0999,Jordana Spiro,209
3060,AC0665,Gary Dourdan,209
3061,AC1258,Mani Bharathi,209
3062,AC2032,Violante Placido,209
3063,AC1462,Neil Hopkins,209
3064,AC1023,Julia Ormond,209
3065,AC0762,Ian Ziering,209
3066,AC1304,Mary Kate Wiles,209
3067,AC1713,Rumi Hiiragi,209
3068,AC1513,Olivia Munn,209
3069,AC1371,Michael Gough,209
3070,AC1767,Satish Kaushik,209
3071,AC0509,Don Brooks,209
3072,AC0279,Carlos Gallardo,209
3073,AC0358,Christopher Judge,209
3074,AC0542,Dylan Baker,209
3075,AC0049,Alexa PenaVega,210
3076,AC1570,Peter Gallagher,210
3077,AC1121,Kirby Heyborne,210
3078,AC1779,Scott Porter,210
3079,AC0364,Cicely Tyson,210
3080,AC0970,John Kapelos,210
3081,AC0788,J?¼rgen Prochnow,210
3082,AC1261,Manuela Velasco,210
3083,AC1725,Ryan O'Neal,210
3084,AC0607,Esai Morales,210
3085,AC1292,Marley Shelton,210
3086,AC2091,Zak Penn,210
3087,AC0816,James Coburn,210
3088,AC1181,Leonid Yarmolnik,210
3089,AC2022,Victor Wong,210
3090,AC0568,Elisabeth Harnois,210
3091,AC1308,Mathew Buck,210
3092,AC0581,Emily Osment,210
3093,AC0114,Anna Silk,211
3094,AC1666,Rob Riggle,211
3095,AC2096,Zooey Deschanel,211
3096,AC1127,Krista Allen,211
3097,AC0558,Edgar Arreola,211
3098,AC0442,Daryl Sabara,211
3099,AC1898,Talisa Soto,211
3100,AC0880,Jennifer Ehle,211
3101,AC1331,Maureen McCormick,211
3102,AC0626,Fay Masterson,211
3103,AC0948,Johanna Braddy,211
3104,AC0844,Jason Alexander,211
3105,AC1517,Olivia Williams,212
3106,AC1915,Taylor Negron,212
3107,AC1237,Luke Grimes,212
3108,AC0793,Jack Kao,212
3109,AC0185,Bhole Baba,212
3110,AC1554,Paul Ogola,212
3111,AC1692,Roger Rees,212
3112,AC1138,Kyle Hebert,212
3113,AC0332,Chris Elliott,212
3114,AC1775,Scott Grimes,212
3115,AC0005,Aaliyah,212
3116,AC0060,Alice Greczyn,212
3117,AC2046,Wei Zhao,213
3118,AC1210,Lisa Edelstein,213
3119,AC0361,Christopher Masterson,213
3120,AC1911,Tatum O'Neal,213
3121,AC0168,Ben Gazzara,213
3122,AC2067,William Smith,213
3123,AC0551,Ed Wynn,213
3124,AC0419,Daniel Baldwin,213
3125,AC1563,Pedro Armend??riz Jr.,213
3126,AC0243,Brianna Brown,213
3127,AC2069,Wood Harris,213
3128,AC0620,F. Murray Abraham,213
3129,AC0234,Brendon Small,213
3130,AC1931,Theo James,213
3131,AC0757,Ian McDiarmid,213
3132,AC0018,Adrian Martinez,213
3133,AC0932,Joanna Kulig,213
3134,AC0965,John Forsythe,213
3135,AC0850,Jason Momoa,213
3136,AC1360,Mia Wasikowska,214
3137,AC0357,Christopher Heyerdahl,214
3138,AC0581,Emily Osment,214
3139,AC0103,Angell Conwell,214
3140,AC0949,Johannes Silberschneider,214
3141,AC1279,Marina Golbahari,214
3142,AC0390,Corbin Allred,214
3143,AC0671,Gene Tierney,214
3144,AC0014,Adam Goldberg,214
3145,AC1435,Murray Bartlett,214
3146,AC1834,Simon Merrells,214
3147,AC0294,Cassandra Peterson,214
3148,AC1441,Najarra Townsend,214
3149,AC0556,Eddie Marsan,214
3150,AC0386,Common,214
3151,AC1538,Patrick Fugit,214
3152,AC0633,Fionnula Flanagan,214
3153,AC2089,Zachary Knighton,215
3154,AC1901,Tamara Toumanova,215
3155,AC0416,Dana Delany,215
3156,AC1257,Malese Jow,215
3157,AC0097,Andy Dick,215
3158,AC2046,Wei Zhao,215
3159,AC1875,Steven Anthony Lawrence,215
3160,AC0966,John Gatins,215
3161,AC2050,Wilford Brimley,215
3162,AC1677,Robert Picardo,215
3163,AC0933,Joaquim de Almeida,215
3164,AC1104,Kevin Scott Richardson,215
3165,AC1688,Rock Hudson,215
3166,AC0870,Jeff Bennett,215
3167,AC1409,Milla Jovovich,216
3168,AC1991,Trevor Morgan,216
3169,AC1349,Melinda Clarke,216
3170,AC1753,Sara Forestier,216
3171,AC0926,Jizelle Jade,216
3172,AC1613,Rachel True,216
3173,AC2017,Vernon Wells,216
3174,AC0442,Daryl Sabara,216
3175,AC0119,Anthony 'Citric' Campos,216
3176,AC0991,Jon Lovitz,216
3177,AC1417,Mireille Enos,216
3178,AC0093,Andrew Fiscella,216
3179,AC1021,Judy Marte,216
3180,AC1623,Rapulana Seiphemo,216
3181,AC0097,Andy Dick,216
3182,AC0775,Isaac Hempstead Wright,216
3183,AC0608,Essence Atkins,216
3184,AC0663,Gary Cooper,216
3185,AC1337,Mckenna Grace,217
3186,AC2028,Vincent Gallo,217
3187,AC1393,Michel Robin,217
3188,AC0019,Adriana Barraza,217
3189,AC2096,Zooey Deschanel,217
3190,AC1508,Oksana Akinshina,217
3191,AC0006,Aasif Mandvi,217
3192,AC1767,Satish Kaushik,217
3193,AC1380,Michael McKean,217
3194,AC0074,Alun Armstrong,217
3195,AC0136,Art Hindle,217
3196,AC0362,Christopher Meloni,218
3197,AC1957,Todd Giebenhain,218
3198,AC1682,Robert Townsend,218
3199,AC1596,Poppy Montgomery,218
3200,AC0008,Abhishek Bachchan,218
3201,AC1018,Judith Chapman,218
3202,AC1172,Lemmy,218
3203,AC1892,Takashi Shimura,218
3204,AC1093,Keri Maletto,218
3205,AC1307,Mary-Kate Olsen,218
3206,AC0981,Johnny Cannizzaro,218
3207,AC1366,Michael Derek,218
3208,AC0971,John Karyus,218
3209,AC1148,Larry David,218
3210,AC0899,Jerry Ferrara,218
3211,AC1116,Kimberly Elise,218
3212,AC0852,Jason Priestley,218
3213,AC0686,Gideon Emery,219
3214,AC0052,Alexandra Maria Lara,219
3215,AC1815,Shawna Waldron,219
3216,AC1998,Ty Parker,219
3217,AC1048,Karen Alexander,219
3218,AC0816,James Coburn,219
3219,AC0264,Burt Young,219
3220,AC1772,Scott Baio,219
3221,AC0381,Colin Salmon,219
3222,AC0145,Austin Nichols,219
3223,AC1780,Scott Takeda,219
3224,AC0324,Chelcie Ross,219
3225,AC1568,Peter Firth,220
3226,AC0555,Eddie Izzard,220
3227,AC0229,Brenda Song,220
3228,AC2041,Ward G. Smith,220
3229,AC0288,Carole Bouquet,220
3230,AC1374,Michael Imperioli,220
3231,AC0778,Isabelle Huppert,220
3232,AC0199,Bingbing Fan,220
3233,AC0932,Joanna Kulig,220
3234,AC0446,David Alpay,220
3235,AC1583,Phil Davis,220
3236,AC0554,Eddie Griffin,220
3237,AC1175,Lena Olin,220
3238,AC1541,Patrick Macnee,220
3239,AC0865,Jean-Louis Trintignant,220
3240,AC1674,Robert Forster,221
3241,AC0752,Hugh M. Hefner,221
3242,AC0269,Caitlin Stasey,221
3243,AC1433,Morgana O'Reilly,221
3244,AC0918,Jim Gaffigan,221
3245,AC0541,Dylan Authors,221
3246,AC1979,Tony Chiu Wai Leung,221
3247,AC0867,Jeanne Tripplehorn,221
3248,AC0465,David Oyelowo,221
3249,AC0224,Brad William Henke,221
3250,AC1082,Kelly Carlson,221
3251,AC0472,Dax Flame,221
3252,AC1227,Louise Bourgoin,222
3253,AC1968,Tom Hughes,222
3254,AC0023,Aidan Quinn,222
3255,AC0894,Jeremy Davies,222
3256,AC0306,Celia Imrie,222
3257,AC1264,Marc Blucas,222
3258,AC0715,Hanne Aagesen,222
3259,AC0064,Alicia Witt,222
3260,AC1091,Kenneth Tobey,222
3261,AC1428,Monique Candelaria,222
3262,AC1800,Shah Rukh Khan,222
3263,AC0724,Harry Styles,222
3264,AC0109,Anita Page,222
3265,AC1861,Stephen Graham,222
3266,AC2069,Wood Harris,223
3267,AC1100,Kevin Nash,223
3268,AC0720,Harrison Ford,223
3269,AC0164,Bella Thorne,223
3270,AC1662,Rita Hayworth,223
3271,AC1065,Kathleen Quinlan,223
3272,AC1347,Melanie Papalia,223
3273,AC0553,Eddie Cibrian,223
3274,AC0126,Anwar Congo,223
3275,AC1716,Rupert Graves,223
3276,AC0915,Jim Belushi,223
3277,AC1338,Meat Loaf,223
3278,AC0588,Emma Stone,223
3279,AC0102,Angelina Jolie Pitt,223
3280,AC0303,Catriona MacColl,223
3281,AC0899,Jerry Ferrara,223
3282,AC0140,Ashley Tramonte,223
3283,AC0417,Dane Cook,223
3284,AC1556,Paul Sheehan,224
3285,AC0699,Greg Ayres,224
3286,AC1717,Rupert Grint,224
3287,AC0015,Adam LeFevre,224
3288,AC0365,Claire Gordon-Harper,224
3289,AC1614,Radha Mitchell,224
3290,AC1184,Lesley Manville,224
3291,AC1693,Roma Downey,224
3292,AC2037,Wagner Moura,224
3293,AC0470,David Zayas,224
3294,AC1635,Rene Russo,224
3295,AC1256,Mako,224
3296,AC0398,Craig Roberts,224
3297,AC1488,Noah Emmerich,224
3298,AC1877,Steven Mackintosh,224
3299,AC1916,Taylor Pigeon,224
3300,AC1894,Takuya Kimura,224
3301,AC1026,Julian Morris,225
3302,AC1310,Mathieu Kassovitz,225
3303,AC0321,Chazz Palminteri,225
3304,AC1586,Philip Seymour Hoffman,225
3305,AC1705,Rosie Perez,225
3306,AC0233,Brendan Fraser,225
3307,AC1270,Margaret Hamilton,225
3308,AC0509,Don Brooks,225
3309,AC1536,Patricia Neal,225
3310,AC1799,Sh?´ Kosugi,225
3311,AC0585,Emir Kusturica,225
3312,AC1105,Kevin Spacey,225
3313,AC0372,Cliff Robertson,225
3314,AC0793,Jack Kao,225
3315,AC1256,Mako,225
3316,AC0316,Charlie Rowe,225
3317,AC0718,Harold Perrineau,225
3318,AC0399,Craig Stark,225
3319,AC0587,Emma Caulfield,225
3320,AC0690,Gladys Cooper,225
3321,AC0255,Bruce Payne,226
3322,AC1789,Sean Young,226
3323,AC1234,Luis Sanchez,226
3324,AC0326,Chen Chang,226
3325,AC0781,Ivana Baquero,226
3326,AC1454,Nate Parker,226
3327,AC1688,Rock Hudson,226
3328,AC1155,Laura-Leigh,226
3329,AC0518,Donatas Banionis,226
3330,AC0706,Greta Gerwig,226
3331,AC1507,Ohad Knoller,226
3332,AC0319,Charlyne Yi,226
3333,AC1947,Tina Desai,227
3334,AC1092,Kenny Johnston,227
3335,AC0757,Ian McDiarmid,227
3336,AC1634,Regina Hall,227
3337,AC0501,Dick Clark,227
3338,AC2067,William Smith,227
3339,AC1705,Rosie Perez,227
3340,AC0723,Harry Lennix,227
3341,AC2035,Vivica A. Fox,227
3342,AC1894,Takuya Kimura,227
3343,AC0711,Hal Holbrook,227
3344,AC1480,Nicole Randall Johnson,227
3345,AC1758,Sarah Michelle Gellar,227
3346,AC0561,Eileen Brennan,227
3347,AC0567,Elina Alminas,227
3348,AC0175,Bernard Fox,228
3349,AC2056,William Baldwin,228
3350,AC1386,Michael Rapaport,228
3351,AC1818,Shelley Conn,228
3352,AC0586,Emma Bell,228
3353,AC0257,Bruce Willis,228
3354,AC2067,William Smith,228
3355,AC0944,Joel McHale,228
3356,AC0408,Damian Walshe-Howling,228
3357,AC0755,Hunter Parrish,228
3358,AC0850,Jason Momoa,228
3359,AC1157,Lauren Cohan,228
3360,AC0630,Fernanda Andrade,228
3361,AC0916,Jim Broadbent,228
3362,AC0713,Haley Joel Osment,228
3363,AC0890,Jenny Agutter,228
3364,AC0566,Elina Abai Kyzy,228
3365,AC1429,Monique Gabriela Curnen,229
3366,AC0510,Don Cheadle,229
3367,AC1116,Kimberly Elise,229
3368,AC0924,Jimmy Fallon,229
3369,AC0794,Jack McBrayer,229
3370,AC1618,Rainn Wilson,229
3371,AC0380,Colin Firth,229
3372,AC0248,Britney Spears,229
3373,AC2005,Ulrich Thomsen,229
3374,AC0568,Elisabeth Harnois,229
3375,AC0264,Burt Young,229
3376,AC1748,Sammy Davis Jr.,229
3377,AC0711,Hal Holbrook,229
3378,AC0054,Alexis Arquette,229
3379,AC1793,Seregon O'Dassey,229
3380,AC0229,Brenda Song,229
3381,AC1756,Sarah Gadon,229
3382,AC1171,Leighton Meester,230
3383,AC1520,Omar Sy,230
3384,AC0748,Honor Blackman,230
3385,AC0036,Albert Brooks,230
3386,AC1856,Stephen Amell,230
3387,AC0416,Dana Delany,230
3388,AC1044,Justin Timberlake,230
3389,AC0660,Gabriel Millman,230
3390,AC0063,Alicia Goranson,230
3391,AC1082,Kelly Carlson,230
3392,AC0711,Hal Holbrook,230
3393,AC1829,Sid Caesar,230
3394,AC0841,Janeane Garofalo,230
3395,AC1812,Sharon Leal,230
3396,AC1998,Ty Parker,231
3397,AC0077,Amanda Detmer,231
3398,AC0640,Fran?§ois Cluzet,231
3399,AC1033,Julie Christie,231
3400,AC1728,Saad Siddiqui,231
3401,AC1529,Pablo Sevilla,231
3402,AC0055,Alexis Dziena,231
3403,AC0669,Gavin MacLeod,231
3404,AC0991,Jon Lovitz,231
3405,AC1733,Sally Kirkland,231
3406,AC1538,Patrick Fugit,231
3407,AC0177,Bernie Casey,231
3408,AC0688,Gina Lollobrigida,231
3409,AC0344,Christian Bale,231
3410,AC1820,Shelley Hennig,231
3411,AC1614,Radha Mitchell,231
3412,AC0230,Brenda Vaccaro,231
3413,AC1195,Lili Taylor,231
3414,AC0182,Bex Taylor-Klaus,231
3415,AC0117,Anne Hathaway,231
3416,AC1953,Tjasa Ferme,232
3417,AC0695,Gloria Grahame,232
3418,AC1622,Raoul Bova,232
3419,AC1158,Lauren German,232
3420,AC0446,David Alpay,232
3421,AC2075,Yangzom Brauen,232
3422,AC0782,Ivana Milicevic,232
3423,AC1584,Phil Vischer,232
3424,AC1296,Marshal Hilton,232
3425,AC0351,Christina Milian,232
3426,AC0886,Jennifer Jason Leigh,232
3427,AC0652,Frank Whaley,232
3428,AC0312,Charles S. Dutton,232
3429,AC0410,Damon Wayans Jr.,232
3430,AC1823,Sheryl Lee,233
3431,AC1192,Li Gong,233
3432,AC0861,Jay Mohr,233
3433,AC2048,Wes Studi,233
3434,AC0453,David Huddleston,233
3435,AC1707,Roy Billing,233
3436,AC1187,LeVar Burton,233
3437,AC0841,Janeane Garofalo,233
3438,AC2092,Zo?« Kravitz,233
3439,AC0405,Dallas Barnett,233
3440,AC1551,Paul McCartney,233
3441,AC1249,Madison Pettis,233
3442,AC0938,Joe Estevez,233
3443,AC1567,Peter Dinklage,233
3444,AC1280,Marina Vlady,233
3445,AC1407,Miko Hughes,233
3446,AC0125,Anupam Kher,234
3447,AC0426,Daniel Stern,234
3448,AC1064,Kathleen Freeman,234
3449,AC1887,Susan Hampshire,234
3450,AC1531,Padraic Delaney,234
3451,AC0277,Candice Bergen,234
3452,AC0308,Channing Tatum,234
3453,AC1051,Karin Viard,234
3454,AC1778,Scott Mechlowicz,234
3455,AC1436,Muse Watson,234
3456,AC0194,Billy Burke,234
3457,AC0570,Elizabeth Berrington,234
3458,AC0046,Alex Rocco,234
3459,AC0728,Hayley Atwell,234
3460,AC0798,Jack Warden,234
3461,AC0760,Ian Tracey,234
3462,AC0551,Ed Wynn,234
3463,AC2065,William Morgan Sheppard,235
3464,AC1751,Sandrine Kiberlain,235
3465,AC1617,Rae'Ven Kelly,235
3466,AC0398,Craig Roberts,235
3467,AC0688,Gina Lollobrigida,235
3468,AC0933,Joaquim de Almeida,235
3469,AC0434,Danny Pino,235
3470,AC0597,Eric Lloyd,235
3471,AC0838,Jan Haley,235
3472,AC0384,Collin Alfredo St. Dic,235
3473,AC1148,Larry David,235
3474,AC0262,Burl Ives,236
3475,AC1966,Tom Hanks,236
3476,AC1012,Joshua Ray Bell,236
3477,AC0400,Craig T. Nelson,236
3478,AC1148,Larry David,236
3479,AC1551,Paul McCartney,236
3480,AC1931,Theo James,236
3481,AC1338,Meat Loaf,236
3482,AC1586,Philip Seymour Hoffman,236
3483,AC0893,Jeremy Brett,236
3484,AC1310,Mathieu Kassovitz,236
3485,AC0744,Hill Harper,237
3486,AC0229,Brenda Song,237
3487,AC1399,Mike Beckingham,237
3488,AC0940,Joe Mantegna,237
3489,AC1194,Liam Neeson,237
3490,AC0617,Eva Green,237
3491,AC0234,Brendon Small,237
3492,AC0385,Colm Feore,237
3493,AC1037,Jurnee Smollett-Bell,237
3494,AC1340,Megan Park,237
3495,AC0440,Darren Shahlavi,237
3496,AC0651,Frank Welker,237
3497,AC1220,Loretta Devine,237
3498,AC0499,Dianne Wiest,237
3499,AC0560,Edie Falco,237
3500,AC1274,Mariah Carey,237
3501,AC0471,David Zucker,237
3502,AC1842,Sonia Braga,238
3503,AC0939,Joe Lo Truglio,238
3504,AC0733,Heather Matarazzo,238
3505,AC1202,Lin Shaye,238
3506,AC1575,Peter Mensah,238
3507,AC1729,Saeed Jaffrey,238
3508,AC0837,Jan Decleir,238
3509,AC1431,Morgan Freeman,238
3510,AC1694,Romain Duris,238
3511,AC0080,Amber Valletta,238
3512,AC1561,Paz de la Huerta,238
3513,AC1742,Samaire Armstrong,238
3514,AC0141,Ashley Williams,238
3515,AC1409,Milla Jovovich,238
3516,AC0032,Alan Brent,238
3517,AC1936,Thomas McDonell,239
3518,AC0800,Jackson Nicoll,239
3519,AC1835,Simon Yam,239
3520,AC1616,Rae Dawn Chong,239
3521,AC0185,Bhole Baba,239
3522,AC2045,Wei Tang,239
3523,AC0754,Humphrey Bogart,239
3524,AC1317,Matt Lucas,239
3525,AC1548,Paul Hickert,239
3526,AC0249,Brittany Daniel,239
3527,AC1970,Tom Skerritt,239
3528,AC0649,Frank Grillo,239
3529,AC1330,Maura Tierney,239
