MovieID,MovieName,Duration,MovieLanguage,ReleaseYear,MovieKey,Movie_Rate
M0996,Striptease ,117,English,1996,996,2.4
M0997,Marmaduke ,87,English,2010,997,2.5
M0998,Hereafter ,129,English,2010,998,1.8
M0999,Murder by Numbers ,115,English,2002,999,2.3
M1000,Assassins ,132,English,1995,1000,4.3
M1001,Hannibal Rising ,131,English,2007,1001,2.6
M1002,The Story of Us ,95,English,1999,1002,3.9
M1003,The Host ,125,English,2013,1003,2.7
M1004,Basic ,98,English,2003,1004,3.1
M1005,Blood Work ,110,English,2002,1005,2.9
M1006,The International ,118,English,2009,1006,3.7
M1007,Escape from L.A. ,101,English,1996,1007,3.3
M1008,Twisted ,60,English,2006,1008,4.6
M1009,The Iron Giant ,90,English,1999,1009,4.4
M1010,The Life Aquatic with Steve Zissou ,119,English,2004,1010,3.1
M1011,Free State of Jones ,139,English,2016,1011,4.7
M1012,The Life of David Gale ,130,English,2003,1012,2.3
M1013,Man of the House ,100,English,2005,1013,2.9
M1014,Run All Night ,114,English,2015,1014,1.2
M1015,Eastern Promises ,96,English,2007,1015,1.2
M1016,Into the Blue ,110,English,2005,1016,1.5
M1017,The Messenger: The Story of Joan of Arc ,158,English,1999,1017,2.2
M1018,Your Highness ,102,English,2011,1018,3.0
M1019,Dream House ,84,English,2011,1019,1.5
M1020,Mad City ,115,English,1997,1020,5.0
M1021,Baby's Day Out ,99,English,1994,1021,4.7
M1022,The Scarlet Letter ,135,English,1995,1022,2.4
M1023,Fair Game ,108,English,2010,1023,4.7
M1024,Defiance ,43,English,2006,1024,4.1
M1025,Domino ,127,English,2005,1025,4.5
M1026,Jade ,107,English,1995,1026,3.9
M1027,Gamer ,95,English,2009,1027,2.9
M1028,Beautiful Creatures ,124,English,2013,1028,4.0
M1029,Death to Smoochy ,109,English,2002,1029,1.5
M1030,Zoolander 2 ,102,English,2016,1030,1.5
M1031,The Big Bounce ,88,English,2004,1031,4.6
M1032,What Planet Are You From? ,87,English,2000,1032,3.7
M1033,Drive Angry ,104,English,2011,1033,1.4
M1034,Street Fighter: The Legend of Chun-Li ,96,English,2009,1034,1.4
M1035,The One ,85,English,2001,1035,5.0
M1036,Outlander ,64,English,2006,1036,4.5
M1037,The Adventures of Ford Fairlane ,104,English,1990,1037,2.0
M1038,Pirate Radio ,135,English,2009,1038,3.9
M1039,Traffic ,190,English,2000,1039,4.3
M1040,Indiana Jones and the Last Crusade ,127,English,1989,1040,4.0
M1041,Anna Karenina ,129,English,2012,1041,2.4
M1042,Chappie ,120,English,2015,1042,1.6
M1043,The Bone Collector ,118,English,1999,1043,2.4
M1044,Panic Room ,112,English,2002,1044,3.1
M1045,The Tooth Fairy ,89,English,2006,1045,2.6
M1046,Three Kings ,114,English,1999,1046,1.2
M1047,Child 44 ,137,English,2015,1047,1.8
M1048,Rat Race ,112,English,2001,1048,4.5
M1049,K-PAX ,120,English,2001,1049,3.6
M1050,Kate & Leopold ,123,English,2001,1050,4.5
M1051,Bedazzled ,93,English,2000,1051,2.1
M1052,The Cotton Club ,123,English,1984,1052,4.9
M1053,3:10 to Yuma ,122,English,2007,1053,2.6
M1054,Taken 3 ,115,English,2014,1054,1.6
M1055,Out of Sight ,123,English,1998,1055,2.1
M1056,The Cable Guy ,96,English,1996,1056,3.1
M1057,Earth ,110,Hindi,1998,1057,1.9
M1058,Dick Tracy ,105,English,1990,1058,4.2
M1059,The Thomas Crown Affair ,113,English,1999,1059,2.5
M1060,Riding in Cars with Boys ,132,English,2001,1060,3.1
M1061,First Blood ,93,English,1982,1061,1.0
M1062,Solaris ,115,Russian,1972,1062,4.0
M1063,Happily N'Ever After ,75,English,2006,1063,1.6
M1064,Mary Reilly ,108,English,1996,1064,4.5
M1065,My Best Friend's Wedding ,105,English,1997,1065,2.7
M1066,America's Sweethearts ,102,English,2001,1066,4.0
M1067,Insomnia ,118,English,2002,1067,3.2
M1068,Star Trek: First Contact ,111,English,1996,1068,2.5
M1069,Jonah Hex ,81,English,2010,1069,2.1
M1070,Courage Under Fire ,116,English,1996,1070,3.6
M1071,Liar Liar ,86,English,1997,1071,3.5
M1072,The Infiltrator ,127,English,2016,1072,2.0
M1073,Inchon ,140,English,1981,1073,3.7
M1074,The Flintstones ,91,English,1994,1074,1.4
M1075,Taken 2 ,98,English,2012,1075,4.2
M1076,Scary Movie 3 ,84,English,2003,1076,4.4
M1077,Miss Congeniality ,109,English,2000,1077,1.0
M1078,Journey to the Center of the Earth ,93,English,2008,1078,1.4
M1079,The Princess Diaries 2: Royal Engagement ,113,English,2004,1079,2.2
M1080,The Pelican Brief ,141,English,1993,1080,2.8
M1081,The Client ,119,English,1994,1081,3.2
M1082,The Bucket List ,97,English,2007,1082,2.8
M1083,Patriot Games ,117,English,1992,1083,4.8
M1084,Monster-in-Law ,101,English,2005,1084,4.7
M1085,Prisoners ,153,English,2013,1085,2.0
M1086,Training Day ,122,English,2001,1086,2.9
M1087,Galaxy Quest ,102,English,1999,1087,4.5
M1088,Scary Movie 2 ,83,English,2001,1088,3.5
M1089,The Muppets ,103,English,2011,1089,2.8
M1090,Blade ,110,English,1998,1090,3.3
M1091,Coach Carter ,136,English,2005,1091,2.1
M1092,Changing Lanes ,91,English,2002,1092,2.6
M1093,Anaconda ,89,English,1997,1093,4.4
M1094,Coyote Ugly ,107,English,2000,1094,4.8
M1095,Love Actually ,129,English,2003,1095,3.8
M1096,A Bug's Life ,95,English,1998,1096,2.0
M1097,From Hell ,122,English,2001,1097,2.5
M1098,The Specialist ,110,English,1994,1098,3.1
M1099,Tin Cup ,135,English,1996,1099,1.9
M1100,"Yours, Mine and Ours ",111,English,1968,1100,1.7
M1101,Kicking & Screaming ,95,English,2005,1101,1.6
M1102,The Hitchhiker's Guide to the Galaxy ,109,English,2005,1102,2.1
M1103,Fat Albert ,93,English,2004,1103,3.0
M1104,Resident Evil: Extinction ,94,English,2007,1104,4.0
M1105,Blended ,117,English,2014,1105,3.7
M1106,Last Holiday ,112,English,2006,1106,2.4
M1107,The River Wild ,111,English,1994,1107,1.4
M1108,The Indian in the Cupboard ,96,English,1995,1108,4.3
M1109,Savages ,141,English,2012,1109,3.9
M1110,Cellular ,94,English,2004,1110,3.5
M1111,Johnny English ,87,English,2003,1111,2.2
M1112,The Ant Bully ,88,English,2006,1112,3.2
M1113,Dune ,177,English,1984,1113,4.3
M1114,Across the Universe ,133,English,2007,1114,1.1
M1115,Revolutionary Road ,119,English,2008,1115,4.7
M1116,16 Blocks ,102,English,2006,1116,4.8
M1117,Babylon A.D. ,101,English,2008,1117,2.5
M1118,The Glimmer Man ,91,English,1996,1118,2.2
M1119,Multiplicity ,117,English,1996,1119,1.0
M1120,Aliens in the Attic ,86,English,2009,1120,2.9
M1121,The Pledge ,124,English,2001,1121,2.5
M1122,The Producers ,134,English,2005,1122,3.6
M1123,Dredd ,95,English,2012,1123,1.8
M1124,The Phantom ,100,English,1996,1124,2.3
M1125,All the Pretty Horses ,220,English,2000,1125,2.8
M1126,Nixon ,212,English,1995,1126,4.9
M1127,The Ghost Writer ,128,English,2010,1127,2.7
M1128,Deep Rising ,106,English,1998,1128,3.2
M1129,Miracle at St. Anna ,160,English,2008,1129,4.0
M1130,Curse of the Golden Flower ,114,Mandarin,2006,1130,2.8
M1131,Bangkok Dangerous ,99,English,2008,1131,3.7
M1132,Big Trouble ,74,English,2002,1132,1.8
M1133,Love in the Time of Cholera ,139,English,2007,1133,3.8
M1134,The Returned ,52,French,2006,1134,3.6
M1135,Shadow Conspiracy ,103,English,1997,1135,3.6
M1136,Johnny English Reborn ,101,English,2011,1136,3.5
M1137,Foodfight! ,91,English,2012,1137,4.6
M1138,Argo ,130,English,2012,1138,4.2
M1139,The Fugitive ,130,English,1993,1139,4.7
M1140,The Bounty Hunter ,110,English,2010,1140,4.4
M1141,Sleepers ,147,English,1996,1141,1.4
M1142,Rambo: First Blood Part II ,96,English,1985,1142,2.9
M1143,The Juror ,118,English,1996,1143,4.3
M1144,Pinocchio ,88,English,1940,1144,3.9
M1145,Heaven's Gate ,325,English,1980,1145,2.9
M1146,Underworld: Evolution ,102,English,2006,1146,2.8
M1147,Victor Frankenstein ,110,English,2015,1147,2.1
M1148,Finding Forrester ,136,English,2000,1148,3.1
M1149,28 Days ,103,English,2000,1149,3.6
M1150,Unleashed ,103,English,2005,1150,2.4
M1151,The Sweetest Thing ,90,English,2002,1151,3.6
M1152,The Firm ,154,English,1993,1152,2.0
M1153,Charlie St. Cloud ,99,English,2010,1153,2.1
M1154,The Mechanic ,93,English,2011,1154,2.6
M1155,21 Jump Street ,109,English,2012,1155,1.8
M1156,Notting Hill ,124,English,1999,1156,4.1
M1157,Chicken Run ,84,English,2000,1157,4.4
M1158,Along Came Polly ,90,English,2004,1158,2.2
M1159,Boomerang ,117,English,1992,1159,2.6
M1160,The Heat ,123,English,2013,1160,4.9
M1161,Cleopatra ,251,English,1963,1161,2.5
M1162,Here Comes the Boom ,105,English,2012,1162,2.6
M1163,High Crimes ,115,English,2002,1163,2.5
M1164,The Mirror Has Two Faces ,122,English,1996,1164,3.2
M1165,The Mothman Prophecies ,119,English,2002,1165,4.2
M1166,Brüno ,81,English,2009,1166,4.1
M1167,Licence to Kill ,133,English,1989,1167,2.0
M1168,Red Riding Hood ,100,English,2011,1168,2.9
M1169,15 Minutes ,120,English,2001,1169,1.7
M1170,Super Mario Bros. ,104,English,1993,1170,4.5
M1171,Lord of War ,122,English,2005,1171,4.9
M1172,Hero ,80,Mandarin,2002,1172,2.6
M1173,One for the Money ,91,English,2012,1173,1.8
M1174,The Interview ,112,English,2014,1174,1.0
M1175,The Warrior's Way ,100,English,2010,1175,4.5
M1176,McHale's Navy ,30,English,2006,1176,3.0
M1177,Micmacs ,105,French,2009,1177,2.6
M1178,8 Mile ,110,English,2002,1178,1.0
M1179,Animal Kingdom: Let's go Ape ,101,French,2015,1179,4.6
M1180,A Knight's Tale ,144,English,2001,1180,2.5
M1181,The Medallion ,108,English,2003,1181,1.3
M1182,The Sixth Sense ,107,English,1999,1182,1.1
M1183,Man on a Ledge ,102,English,2012,1183,1.3
M1184,The Big Year ,100,English,2011,1184,1.1
M1185,The Karate Kid ,126,English,1984,1185,4.6
M1186,American Hustle ,138,English,2013,1186,4.4
M1187,The Proposal ,108,English,2009,1187,4.4
M1188,Double Jeopardy ,105,English,1999,1188,4.4
M1189,Back to the Future Part II ,108,English,1989,1189,2.7
M1190,Lucy ,89,English,2014,1190,2.0
M1191,Fifty Shades of Grey ,129,English,2015,1191,4.5
M1192,Spy Kids 3-D: Game Over ,84,English,2003,1192,3.9
M1193,A Time to Kill ,149,English,1996,1193,2.6
M1194,Cheaper by the Dozen ,94,English,2003,1194,3.2
M1195,Lone Survivor ,121,English,2013,1195,2.1
M1196,A League of Their Own ,128,English,1992,1196,3.9
M1197,The Conjuring 2 ,134,English,2016,1197,2.0
M1198,The Social Network ,120,English,2010,1198,3.5
M1199,He's Just Not That Into You ,129,English,2009,1199,1.5
M1200,Scary Movie 4 ,89,English,2006,1200,2.0
M1201,Scream 3 ,116,English,2000,1201,1.7
M1202,Back to the Future Part III ,118,English,1990,1202,3.0
M1203,Get Hard ,107,English,2015,1203,2.3
M1204,Bram Stoker's Dracula ,155,English,1992,1204,2.9
M1205,Julie & Julia ,123,English,2009,1205,1.1
M1206,42 ,128,English,2013,1206,2.2
M1207,The Talented Mr. Ripley ,139,English,1999,1207,3.1
M1208,Dumb and Dumber To ,109,English,2014,1208,1.9
M1209,Eight Below ,120,English,2006,1209,1.4
M1210,The Intern ,121,English,2015,1210,1.9
M1211,Ride Along 2 ,102,English,2016,1211,4.7
M1212,The Last of the Mohicans ,117,English,1992,1212,4.0
M1213,Ray ,178,English,2004,1213,1.6
M1214,Sin City ,147,English,2005,1214,4.7
M1215,Vantage Point ,90,English,2008,1215,2.2
M1216,"I Love You, Man ",105,English,2009,1216,1.6
M1217,Shallow Hal ,114,English,2001,1217,2.4
M1218,JFK ,206,English,1991,1218,1.6
M1219,Big Momma's House 2 ,99,English,2006,1219,1.5
M1220,The Mexican ,123,English,2001,1220,3.9
M1221,Unbroken ,137,English,2014,1221,3.2
M1222,17 Again ,102,English,2009,1222,3.0
M1223,The Other Woman ,109,English,2014,1223,3.1
M1224,The Final Destination ,82,English,2009,1224,3.7
M1225,Bridge of Spies ,142,English,2015,1225,2.7
M1226,Behind Enemy Lines ,106,English,2001,1226,2.5
M1227,Get Him to the Greek ,114,English,2010,1227,1.8
M1228,Shall We Dance ,106,English,2004,1228,3.5
M1229,Small Soldiers ,108,English,1998,1229,3.9
M1230,Spawn ,98,English,1997,1230,3.7
M1231,The Count of Monte Cristo ,131,English,2002,1231,3.4
M1232,The Lincoln Lawyer ,118,English,2011,1232,3.5
M1233,Unknown ,113,English,2011,1233,3.2
M1234,The Prestige ,130,English,2006,1234,1.7
M1235,Horrible Bosses 2 ,116,English,2014,1235,1.1
M1236,Escape from Planet Earth ,89,English,2013,1236,3.5
M1237,Apocalypto ,139,Maya,2006,1237,1.2
M1238,The Living Daylights ,130,English,1987,1238,3.3
M1239,Predators ,107,English,2010,1239,4.0
M1240,Legal Eagles ,116,English,1986,1240,1.5
M1241,Secret Window ,96,English,2004,1241,2.5
M1242,The Lake House ,99,English,2006,1242,3.5
M1243,The Skeleton Key ,104,English,2005,1243,1.8
M1244,The Odd Life of Timothy Green ,105,English,2012,1244,4.6
M1245,Made of Honor ,101,English,2008,1245,2.7
M1246,Jersey Boys ,134,English,2014,1246,3.7
M1247,The Rainmaker ,135,English,1997,1247,3.5
M1248,Gothika ,98,English,2003,1248,4.9
M1249,Amistad ,155,English,1997,1249,4.1
M1250,Medicine Man ,106,English,1992,1250,1.6
M1251,Aliens vs. Predator: Requiem ,102,English,2007,1251,2.7
M1252,Ri¢hie Ri¢h ,95,English,1994,1252,3.2
M1253,Autumn in New York ,103,English,2000,1253,4.6
M1254,Music and Lyrics ,95,English,2007,1254,2.1
M1255,Paul ,109,English,2011,1255,3.4
M1256,The Guilt Trip ,95,English,2012,1256,5.0
M1257,Scream 4 ,111,English,2011,1257,1.7
M1258,8MM ,123,English,1999,1258,4.4
M1259,The Doors ,140,English,1991,1259,3.8
M1260,Sex Tape ,94,English,2014,1260,4.8
M1261,Hanging Up ,94,English,2000,1261,1.7
M1262,Final Destination 5 ,92,English,2011,1262,4.1
M1263,Mickey Blue Eyes ,102,English,1999,1263,3.6
M1264,Pay It Forward ,123,English,2000,1264,3.6
M1265,Fever Pitch ,104,English,2005,1265,2.1
M1266,Arthur ,30,English,2006,1266,3.6
M1267,Drillbit Taylor ,102,English,2008,1267,3.3
M1268,A Million Ways to Die in the West ,136,English,2014,1268,1.9
M1269,The Shadow ,93,English,1994,1269,1.1
M1270,Extremely Loud & Incredibly Close ,129,English,2011,1270,3.9
M1271,Morning Glory ,107,English,2010,1271,3.7
M1272,Get Rich or Die Tryin' ,117,English,2005,1272,1.1
M1273,The Art of War ,116,English,2000,1273,3.6
M1274,Rent ,135,English,2005,1274,4.0
M1275,Bless the Child ,107,English,2000,1275,1.0
M1276,The Out-of-Towners ,90,English,1999,1276,1.9
M1277,The Island of Dr. Moreau ,99,English,1996,1277,2.9
M1278,The Musketeer ,104,English,2001,1278,2.1
M1279,The Other Boleyn Girl ,115,English,2008,1279,4.0
M1280,Sweet November ,119,English,2001,1280,1.0
M1281,The Reaping ,99,English,2007,1281,1.9
M1282,Mean Streets ,112,English,1973,1282,4.6
M1283,Renaissance Man ,128,English,1994,1283,3.9
M1284,Colombiana ,112,English,2011,1284,2.1
M1285,The Magic Sword: Quest for Camelot ,86,English,1998,1285,1.3
M1286,City by the Sea ,108,English,2002,1286,3.9
M1287,At First Sight ,128,English,1999,1287,3.5
M1288,Torque ,84,English,2004,1288,4.5
M1289,City Hall ,111,English,1996,1289,3.5
M1290,Showgirls ,131,English,1995,1290,3.8
M1291,Marie Antoinette ,123,English,2006,1291,4.1
M1292,Kiss of Death ,101,English,1995,1292,3.1
M1293,Get Carter ,102,English,2000,1293,1.2
M1294,The Impossible ,114,English,2012,1294,4.8
M1295,Ishtar ,107,English,1987,1295,1.0
M1296,Fantastic Mr. Fox ,87,English,2009,1296,3.6
M1297,Life or Something Like It ,103,English,2002,1297,2.4
M1298,Memoirs of an Invisible Man ,99,English,1992,1298,3.8
M1299,Amélie ,122,French,2001,1299,1.1
M1300,New York Minute ,91,English,2004,1300,4.8
M1301,Alfie ,103,English,2004,1301,1.3
M1302,Big Miracle ,107,English,2012,1302,2.3
M1303,The Deep End of the Ocean ,106,English,1999,1303,3.7
M1304,Feardotcom ,101,English,2002,1304,3.3
M1305,Cirque du Freak: The Vampire's Assistant ,109,English,2009,1305,4.1
M1306,Victor Frankenstein ,110,English,2015,1306,2.4
M1307,Duplex ,89,English,2003,1307,4.3
M1308,Soul Men ,100,English,2008,1308,4.7
M1309,Raise the Titanic ,119,English,1980,1309,4.8
M1310,Universal Soldier: The Return ,83,English,1999,1310,3.9
M1311,Pandorum ,108,English,2009,1311,3.3
M1312,Impostor ,102,English,2001,1312,3.0
M1313,Extreme Ops ,93,English,2002,1313,3.3
M1314,Just Visiting ,84,English,2001,1314,3.3
M1315,Sunshine ,107,English,2007,1315,2.4
M1316,A Thousand Words ,91,English,2012,1316,3.8
M1317,Delgo ,94,English,2008,1317,2.6
M1318,The Gunman ,115,English,2015,1318,4.7
M1319,Alex Rider: Operation Stormbreaker ,93,English,2006,1319,3.8
M1320,Disturbia ,105,English,2007,1320,3.0
M1321,Hackers ,107,English,1995,1321,3.9
M1322,The Hunting Party ,101,English,2007,1322,3.0
M1323,The Hudsucker Proxy ,111,English,1994,1323,3.2
M1324,The Warlords ,113,Mandarin,2007,1324,4.4
M1325,Nomad: The Warrior ,112,Kazakh,2005,1325,1.0
M1326,Snowpiercer ,126,English,2013,1326,4.5
M1327,A Monster in Paris ,90,French,2011,1327,4.1
M1328,The Last Shot ,93,English,2004,1328,4.1
M1329,The Crow ,98,English,1994,1329,3.7
M1330,Baahubali: The Beginning ,159,Telugu,2015,1330,1.3
M1331,The Time Traveler's Wife ,107,English,2009,1331,2.9
M1332,Because I Said So ,102,English,2007,1332,1.8
M1333,The Fast and the Furious ,106,English,2001,1333,1.9
M1334,Frankenweenie ,87,English,2012,1334,4.8
M1335,Serenity ,119,English,2005,1335,3.6
M1336,Against the Ropes ,110,English,2004,1336,4.8
M1337,Superman III ,125,English,1983,1337,3.5
M1338,Grudge Match ,113,English,2013,1338,4.1
M1339,Red Cliff ,150,Mandarin,2008,1339,4.8
M1340,Sweet Home Alabama ,108,English,2002,1340,1.8
M1341,The Ugly Truth ,96,English,2009,1341,4.8
M1342,Sgt. Bilko ,93,English,1996,1342,2.1
M1343,Spy Kids 2: Island of Lost Dreams ,100,English,2002,1343,2.1
M1344,Star Trek: Generations ,118,English,1994,1344,1.5
M1345,The Grandmaster ,122,Mandarin,2013,1345,4.3
M1346,Water for Elephants ,120,English,2011,1346,1.9
M1347,3rd Rock from the Sun ,60,English,2006,1347,2.5
M1348,Dragon Nest: Warriors' Dawn ,88,English,2014,1348,4.7
M1349,The Hurricane ,146,English,1999,1349,4.5
M1350,Enough ,115,English,2002,1350,3.8
M1351,Heartbreakers ,123,English,2001,1351,1.8
M1352,Paul Blart: Mall Cop 2 ,94,English,2015,1352,1.2
M1353,Angel Eyes ,102,English,2001,1353,3.0
M1354,Joe Somebody ,98,English,2001,1354,4.7
M1355,The Ninth Gate ,133,English,1999,1355,2.8
M1356,Extreme Measures ,118,English,1996,1356,3.9
M1357,Rock Star ,105,English,2001,1357,3.9
M1358,Precious ,109,English,2009,1358,4.0
M1359,White Squall ,129,English,1996,1359,1.5
M1360,The Thing ,109,English,1982,1360,2.9
M1361,Riddick ,127,English,2013,1361,3.5
M1362,Switchback ,118,English,1997,1362,5.0
M1363,Texas Rangers ,110,English,2001,1363,2.8
M1364,City of Ember ,90,English,2008,1364,3.6
M1365,The Master ,144,English,2012,1365,4.4
M1366,Virgin Territory ,97,English,2007,1366,2.0
M1367,The Express ,130,English,2008,1367,2.1
M1368,The 5th Wave ,112,English,2016,1368,2.1
M1369,Creed ,133,English,2015,1369,2.4
M1370,The Town ,150,English,2010,1370,3.9
M1371,What to Expect When You're Expecting ,110,English,2012,1371,4.8
M1372,Burn After Reading ,96,English,2008,1372,2.2
M1373,Nim's Island ,96,English,2008,1373,4.4
M1374,Rush ,123,English,2013,1374,5.0
M1375,Magnolia ,188,English,1999,1375,3.2
M1376,Cop Out ,107,English,2010,1376,3.6
M1377,How to Be Single ,110,English,2016,1377,3.7
M1378,Dolphin Tale ,113,English,2011,1378,1.6
M1379,Twilight ,122,English,2008,1379,3.4
M1380,John Q ,116,English,2002,1380,1.6
M1381,Blue Streak ,93,English,1999,1381,2.7
M1382,We're the Millers ,118,English,2013,1382,4.9
M1383,Obitaemyy ostrov ,115,Russian,2009,1383,3.8
M1384,Breakdown ,93,English,1997,1384,1.5
M1385,Never Say Never Again ,121,English,1983,1385,3.2
M1386,Hot Tub Time Machine ,101,English,2010,1386,2.1
M1387,Dolphin Tale 2 ,107,English,2014,1387,1.6
M1388,Reindeer Games ,124,English,2000,1388,3.2
M1389,A Man Apart ,109,English,2003,1389,4.8
M1390,Aloha ,105,English,2015,1390,1.0
M1391,Ghosts of Mississippi ,130,English,1996,1391,4.2
M1392,Snow Falling on Cedars ,127,English,1999,1392,2.0
M1393,The Rite ,114,English,2011,1393,4.4
M1394,Gattaca ,106,English,1997,1394,1.7
M1395,Isn't She Great ,95,English,2000,1395,1.4
M1396,Space Chimps ,81,English,2008,1396,3.0
M1397,Head of State ,95,English,2003,1397,2.7
M1398,The Hangover ,108,English,2009,1398,2.9
M1399,Ip Man 3 ,105,Cantonese,2015,1399,3.2
M1400,Austin Powers: The Spy Who Shagged Me ,95,English,1999,1400,2.5
M1401,Batman ,126,English,1989,1401,4.8
M1402,There Be Dragons ,102,English,2011,1402,1.7
M1403,Lethal Weapon 3 ,121,English,1992,1403,2.3
M1404,The Blind Side ,129,English,2009,1404,2.6
M1405,Rush Hour ,43,English,2006,1405,4.4
M1406,Spy Kids ,88,English,2001,1406,4.5
M1407,Horrible Bosses ,106,English,2011,1407,1.9
M1408,True Grit ,110,English,2010,1408,4.2
M1409,The Devil Wears Prada ,109,English,2006,1409,4.4
M1410,Star Trek: The Motion Picture ,143,English,1979,1410,4.3
M1411,Identity Thief ,120,English,2013,1411,1.9
M1412,Cape Fear ,128,English,1991,1412,2.1
M1413,21 ,123,English,2008,1413,3.1
M1414,Trainwreck ,129,English,2015,1414,4.8
M1415,Guess Who ,105,English,2005,1415,2.2
M1416,The English Patient ,162,English,1996,1416,2.3
M1417,L.A. Confidential ,138,English,1997,1417,2.0
M1418,Sky High ,100,English,2005,1418,2.3
M1419,In & Out ,90,English,1997,1419,1.2
M1420,Species ,108,English,1995,1420,4.9
M1421,A Nightmare on Elm Street ,101,English,1984,1421,1.5
M1422,The Cell ,109,English,2000,1422,2.4
M1423,The Man in the Iron Mask ,132,English,1998,1423,4.3
M1424,Secretariat ,123,English,2010,1424,1.1
M1425,TMNT ,87,English,2007,1425,3.9
M1426,Radio ,109,English,2003,1426,4.7
M1427,Friends with Benefits ,109,English,2011,1427,1.5
M1428,Neighbors 2: Sorority Rising ,92,English,2016,1428,1.5
M1429,Saving Mr. Banks ,125,English,2013,1429,3.1
M1430,Malcolm X ,202,English,1992,1430,4.1
M1431,This Is 40 ,134,English,2012,1431,4.0
M1432,Old Dogs ,88,English,2009,1432,3.9
M1433,Underworld: Rise of the Lycans ,92,English,2009,1433,3.2
M1434,License to Wed ,91,English,2007,1434,1.7
M1435,The Benchwarmers ,75,English,2006,1435,3.8
M1436,Must Love Dogs ,98,English,2005,1436,4.2
M1437,Donnie Brasco ,147,English,1997,1437,1.7
M1438,Resident Evil ,100,English,2002,1438,1.4
M1439,Poltergeist ,120,English,1982,1439,1.3
M1440,The Ladykillers ,104,English,2004,1440,1.7
M1441,Max Payne ,103,English,2008,1441,4.4
M1442,In Time ,109,English,2011,1442,2.7
M1443,The Back-up Plan ,104,English,2010,1443,4.1
M1444,Something Borrowed ,112,English,2011,1444,4.0
M1445,Hit the Floor ,60,English,2006,1445,4.4
M1446,Black Knight ,95,English,2001,1446,3.4
M1447,The Bad News Bears ,102,English,1976,1447,1.4
M1448,Street Fighter ,102,English,1994,1448,2.1
M1449,The Pianist ,150,English,2002,1449,1.2
M1450,From Hell ,122,English,2001,1450,3.5
M1451,The Nativity Story ,101,English,2006,1451,2.4
M1452,House of Wax ,108,English,2005,1452,1.2
M1453,Closer ,98,English,2004,1453,3.4
M1454,J. Edgar ,137,English,2011,1454,1.8
M1455,Mirrors ,112,English,2008,1455,4.4
M1456,Queen of the Damned ,101,English,2002,1456,2.8
M1457,Predator 2 ,103,English,1990,1457,4.2
M1458,Untraceable ,101,English,2008,1458,1.4
M1459,Blast from the Past ,112,English,1999,1459,4.3
M1460,Flash Gordon ,111,English,1980,1460,1.2
M1461,Jersey Girl ,102,English,2004,1461,1.7
M1462,Alex Cross ,101,English,2012,1462,2.9
M1463,Midnight in the Garden of Good and Evil ,155,English,1997,1463,4.5
M1464,Heist ,93,English,2015,1464,4.8
M1465,Nanny McPhee Returns ,109,English,2010,1465,4.7
M1466,Hoffa ,140,English,1992,1466,1.5
M1467,The X Files: I Want to Believe ,108,English,2008,1467,4.7
M1468,Ella Enchanted ,96,English,2004,1468,4.9
M1469,Concussion ,123,English,2015,1469,4.6
M1470,Abduction ,106,English,2011,1470,2.2
M1471,Valiant ,76,English,2005,1471,2.5
M1472,Wonder Boys ,107,English,2000,1472,4.9
M1473,Superhero Movie ,82,English,2008,1473,2.2
M1474,Broken City ,109,English,2013,1474,1.0
M1475,Cursed ,99,English,2005,1475,3.8
M1476,Premium Rush ,91,English,2012,1476,1.7
M1477,Hot Pursuit ,87,English,2015,1477,4.1
M1478,The Four Feathers ,125,English,2002,1478,2.4
M1479,Parker ,118,English,2013,1479,3.5
M1480,Wimbledon ,98,English,2004,1480,2.1
M1481,Furry Vengeance ,92,English,2010,1481,1.8
M1482,Bait ,93,English,2012,1482,1.1
M1483,Krull ,116,English,1983,1483,4.9
M1484,Lions for Lambs ,92,English,2007,1484,2.2
M1485,Flight of the Intruder ,115,English,1991,1485,3.1
M1486,Walk Hard: The Dewey Cox Story ,120,English,2007,1486,1.4
M1487,The Shipping News ,111,English,2001,1487,3.3
M1488,American Outlaws ,94,English,2001,1488,2.8
M1489,The Young Victoria ,100,English,2009,1489,1.5
M1490,Whiteout ,101,English,2009,1490,2.9
M1491,The Tree of Life ,139,English,2011,1491,1.1
M1492,Knock Off ,91,English,1998,1492,3.5
M1493,Sabotage ,109,English,2014,1493,2.3
M1494,The Order ,102,English,2003,1494,3.9
M1495,Punisher: War Zone ,103,English,2008,1495,4.2
M1496,Zoom ,83,English,2006,1496,2.0
M1497,The Walk ,123,English,2015,1497,2.6
M1498,Warriors of Virtue ,101,English,1997,1498,2.1
M1499,A Good Year ,117,English,2006,1499,1.8
M1500,Luther ,60,English,2006,1500,4.9
M1501,Radio Flyer ,114,English,1992,1501,3.0
M1502,"Blood In, Blood Out ",330,English,1993,1502,3.4
M1503,Smilla's Sense of Snow ,121,English,1997,1503,2.0
M1504,Femme Fatale ,114,English,2002,1504,3.6
M1505,Lion of the Desert ,156,English,1980,1505,2.0
M1506,The Horseman on the Roof ,135,French,1995,1506,4.3
M1507,Ride with the Devil ,148,English,1999,1507,3.3
M1508,Biutiful ,148,Spanish,2010,1508,1.5
M1509,The Lovers ,109,English,2015,1509,1.8
M1510,Bandidas ,93,English,2006,1510,1.1
M1511,Black Water Transit ,107,English,2009,1511,3.0094669848846456
